ad_id,image_path,text,dimensions,Click-through(CTR),Cost per Click(CPC),Return on Ad Spend(ROAS),Conversion(Value less than CTR),Purchase_Conversion_rate,ClassLabel_final
3482.00,image_3482,"LIN
ON SALE NOW
YOU DON'T WANT TO MISS THE
DUKES THIS SEASON AT
THE ATLANTIC UNION BANK CENTER
PURCHASE SINGLE-GAME TICKETS TODAY!
JMU","(300, 250)",68,0.860378162,2.971220764,14,5,basketball
3483.00,image_3483,"24optris
optris MORE INFO >
Affordable and fixed
installed IR cameras
for industrial and
R&D applications
OBEC
UP TO +5432°F","(300, 250)",17,0.699599483,7.944452784,5,1,web_site
3484.00,image_3484,"Introducing
Dymension
Series
The Evolution of
Extraordinary Speakers
Learn More
D.
DEFINITIVE TECHNOLOGY
www.","(336, 280)",17,0.842523425,9.297461871,4,0,oscilloscope
3485.00,image_3485,"Novel Updates
Read Asian Translated Novels","(728, 90)",17,0.04254942,4.716968535,4,0,panpipe
3486.00,image_3486,"VOYAGES
- ΣΥΒΑΡΙΣ 27
Santorini, Greece
AIRFARE CREDIT
UP TO
$1200 FREE
DRINKS
PER CABIN UP TO $600
BOOK BY MAY 24th
BOOK NOW","(970, 250)",7,0.946510561,9.780234489,2,1,streetcar
3487.00,image_3487,"Want to go
for a walk?
Reach out to a friend
about their mental health.
Learn more
SEIZE THE AWKWARD
ad
COM
JED","(300, 250)",27,0.012706089,5.743834575,4,1,book_jacket
3488.00,image_3488,"TIME THE MARCH
A GROUNDBREAKING
VIRTUAL REALITY EXHIBIT
AMERICAN FAMILY
INSURANCE","(728, 90)",1,0.064057169,9.905776766,0,0,barn
3489.00,image_3489,"TYRANT
CNC.
WWW.TYRANTCNC.COM","(300, 250)",44,0.633189007,9.731750083,7,1,digital_clock
3490.00,image_3490,"Protect your Mac
MacKeeper - multilayered Mac protection
TRY NOW
mackeeper","(970, 250)",6,0.482487776,6.878815104,2,0,web_site
3491.00,image_3491,"SPORTS CONCERTS. EVENTS
RIDE TRE TO AAC
126
TRE TRE
126
TRE
TRINITY RAILWAY EXPRESS","(728, 90)",39,0.950417155,9.588701052,9,3,church
3492.00,image_3492,"WIX
Create Your
Own Website
Start Now
HOME ABOUT CONTACT
X
JAMES WORDEN","(970, 250)",26,0.763416275,6.992950117,5,0,perfume
3493.00,image_3493,"GREENMOUNTAIN
vermont cannabis news
your weekly dose of
Vermont Cannabis News
every Wednesday at 4:20 PM
SIGN UP NOW
@greenmountainvermont","(728, 90)",23,0.227901957,4.145204431,3,0,street_sign
3494.00,image_3494,"G
logitech
A NEW WAY TO
PLAY THE CLOUD
XBOX
K GEFORCE
NOW
Si
H
CLOUD
GAMING HANDHELD
SHOP NOW","(728, 90)",88,0.681276459,0.462692676,21,3,vending_machine
3495.00,image_3495,"TOYOTA
New Vehicles Arriving Daily
ex
SEE OFFERS","(728, 90)",95,0.550460791,0.065593343,24,2,jinrikisha
3496.00,image_3496,"The Delaware National Bank
of Delhi
NOW HIRING
FULL & PART TIME TELLERS
THE
NATIONAL
ORGANIZED
NB
1839
DELHI N.Y.
BANK
APPLY HERE","(300, 250)",4,0.842017806,0.788462961,1,0,web_site
3497.00,image_3497,"SCHOOL & EVENT SIMMONS-
CLOSING INFO ROCKWELL
NISSAN","(970, 250)",5,0.458823288,1.844324761,0,0,book_jacket
3498.00,image_3498,"@mailgun
Get more emails
delivered
with Mailgun
Get Started Free
94%
1.1.","(728, 90)",41,0.903900378,4.12703685,15,3,paintbrush
3499.00,image_3499,"WE ARE HIRING!
MAINTENANCE MECHANICS
EARN UP TO $41.50/HR, LOW COST
COMPREHENSIVE BENEFITS PACKAGE,
$5,000 SIGN ON BONUS, AND
STABLE UNION POSITION!
JOIN OUR TEAM IN CHICAGO, IL
BIMBO
Bakeries USA
friz
BIMBO","(300, 250)",2,0.035382705,9.664160612,0,0,web_site
3500.00,image_3500,"invest529
Save $50,
Get $50
MIN
50
MACHIN
50
the
Hi
50
t
Juri
Learn more
529
2013","(300, 600)",34,0.327724449,6.935764696,8,2,menu
3501.00,image_3501,"The Shirt Can Breathe
***
Royaura","(970, 250)",41,0.191317011,1.273668746,10,3,abaya
3502.00,image_3502,"Want the best value-for-money ITSM tool? With
TOPdesk you only pay for features you need.
Try now
>TOPdesk","(728, 90)",63,0.517686293,3.944948117,14,1,rule
3503.00,image_3503,"The opposite
of doomscrolling
CNET","(300, 250)",11,0.918542838,9.293805304,4,2,web_site
3504.00,image_3504,"Searching for a new job?
888888","(300, 250)",24,0.605115314,4.96610236,7,4,book_jacket
3505.00,image_3505,"The
NEWS
Minute
Like our
journalism?
Support us.
Become a Member","(300, 250)",41,0.895930164,1.00411509,9,0,web_site
3506.00,image_3506,"THAILAND
ENTDECKE
THAILAND! Shades
to the","(728, 90)",34,0.969683795,5.55820076,13,2,paintbrush
3507.00,image_3507,"PROCEED
2 simple steps:
● Click 'Proceed'
● Verify your account
Premium content on all your devices.
Find this and more on unlimitainment.com","(970, 90)",17,0.036550087,2.817301366,5,0,envelope
3508.00,image_3508,"Microsoft
Power your apps
with large-scale
Al models
GPT-4 is now
available with Azure
OpenAl Service.
Learn more >
AE
CA","(300, 250)",21,0.075487796,1.851051613,2,1,web_site
3509.00,image_3509,"don't miss the
flavor of summer
jamba
visit today","(300, 250)",24,0.243157839,5.365926504,7,2,candle
3510.00,image_3510,"""I HAVE MUCH MORE TO TELL YOU,...”
""...THE SPIRIT OF TRUTH WILL GUIDE YOU
TO ""ALL TRUTH"" John 16:12,13
BOOK OF HEAVEN
""...THY WILL BE DONE ON EARTH
AS IN HEAVEN."" Matthew 6:10","(300, 250)",43,0.914490239,9.581001467,4,0,web_site
3511.00,image_3511,"INTRODUCING
IGUANA BIO-
BLUD™
BLUD
RACING
LUBRICANTS
IGUANA BIO-BLUD SAE 10W-40
100% SYNTHETIC, 25% PLANT MOTO/UTVOLL
OFF ROAD-ROAD-ATV-UTV
NET 32 FLOZ(1-QUART)/946","(300, 600)",46,0.826104868,1.757591178,12,1,stopwatch
3512.00,image_3512,"POPS.CAPEANNSYMPHONY.ORG
Symphony
POPS
IN THE
PARK","(300, 250)",7,0.318571558,0.126809443,4,0,book_jacket
3513.00,image_3513,"There were 62.9B
cyberattacks in
2021.
ARE YOU READY?
CBTnu ets
Try Free","(300, 250)",17,0.711184236,9.548256404,3,1,web_site
3514.00,image_3514,"ONEWHEEL
TIME ΤΟ
LEVEL UP
More power, more range,
more !!!!!!!!!.
GNEWHEEL
NEW
NEW
pintz
Shop Now","(970, 250)",7,0.827368557,4.111774581,1,0,iron
3515.00,image_3515,"UP TO
60% OFF
LEDIN
SHOP NOW","(728, 90)",8,0.141227658,4.25277124,1,0,paintbrush
3516.00,image_3516,"UCONN HEALTH MINUTE
Treating Complex Spine Disorders","(970, 90)",70,0.138813959,7.612903698,16,5,shoji
3517.00,image_3517,"Move to the cloud with
Chrome OS without leaving
your legacy apps behind
chrome OS
Learn more","(300, 250)",10,0.248519853,9.230978608,4,0,web_site
3518.00,image_3518,"SILVERADO
COMMAND ATTENTION
ON AND OFF THE ROAD.
SI
CHEVROLET
Explore","(300, 250)",39,0.152085276,0.746309914,13,2,jeep
3519.00,image_3519,"Find Foreclosures,
Short Sales, Auctions
and Bank-Owned homes
up to 50% below
market value!
Note: Stock Image
Register to get access
to the best deals in
your neighborhood!
START 30-DAY TRIAL TODAY!","(160, 600)",41,0.864833277,1.969776565,8,4,web_site
3520.00,image_3520,"Cabela's
INTENSITY
PERFORMANCE. CLARITY. VALUE.
UPGRADE YOUR OPTICS
SHOP NOW","(728, 90)",47,0.558239569,2.027495114,16,3,shoji
3521.00,image_3521,"Cabela's
HORNADY
MUST-HAVES
SHOP NOW
THE
WORL LEASER
Lancedy","(300, 250)",26,0.503053452,5.841982505,6,2,perfume
3522.00,image_3522,"Matthews&Fields
LUMBER COMPANY SINCE 1896
START BUILDING NOW","(300, 600)",49,0.877954165,7.006898271,7,0,web_site
3523.00,image_3523,"Grow the sport, grow your career.
BECOME A PGA PRO
2007
M
Sam
BIR
ay
PGA","(728, 90)",9,0.465296457,8.987698108,4,1,paintbrush
3524.00,image_3524,"Blackmagicdesign
NEW
Pocket Cinema
Camera 6K Pro!
Learn More →","(300, 250)",16,0.486556189,0.216133072,4,1,reflex_camera
3525.00,image_3525,"AROLINA
FOLLOW
SPORTS
35+ Perfectly Timed
Cheer Moments","(300, 600)",29,0.800095219,6.5675569,7,2,sunglass
3526.00,image_3526,You can't trust a 10 year old..,"(728, 90)",47,0.766682283,1.435940873,11,1,chime
3527.00,image_3527,"Hawaiian
Electric
Learn More","(728, 90)",49,0.216714978,9.030052639,18,7,web_site
3528.00,image_3528,"warm tones
ASHLEY are trending
shop now →","(728, 90)",16,0.356715364,3.957364251,5,2,chime
3529.00,image_3529,"K&M
Coffee, C÷rks, & Camo
FARMERVILLE, LA
LAKE D'ARBONNE SPORTSMAN'S
ONE-STOP SHOP!
K&M
Cirks &
1012 S MAIN ST.
MAIN ST","(300, 250)",28,0.276940973,3.589252206,8,0,bakery
3530.00,image_3530,"Tahoe Orthopedics
& Sports Medicine
YOU,
ONLY BETTER
US","(728, 90)",37,0.760491343,6.490294846,11,2,candle
3531.00,image_3531,"MANKATO
RIBFEST
EST. 1998
Delivered By VOLK
THURSDAY FRIDAY
HAIRBALL FLO RIDA
SATURDAY SUNDAY
GARY LEVOX
OF RASCAL FLATTS
CHRIS HAWKEY
AUGUST 3 - 6, 2023","(300, 600)",18,0.406200825,4.442709174,5,2,web_site
3532.00,image_3532,"Shop new effortless Crate&Barrel
home reno.","(320, 50)",62,0.569821182,5.115587361,20,1,chime
3533.00,image_3533,"Capital One
Shopping
Coupon codes found!
Capital One Shopping is a free browser extension
that applies coupon codes in seconds.
Apply Codes","(336, 280)",53,0.442562344,6.041024879,11,2,web_site
3534.00,image_3534,"THE SPIRIT
of NEVADA
ⒸJT HUMPHREY
American Wild HorseCampaign.org
PAID FOR BY THE AMERICAN WILD HORSE CAMPAIGN
A","(970, 250)",25,0.711120223,1.705553656,7,1,barrel
3535.00,image_3535,"F
ESLAD
Superlithium may be Elon
Musk's solution to the
battery revolution.
Learn More","(300, 250)",72,0.991142269,0.709016273,24,7,racer
3536.00,image_3536,"FREE
GUIDE
7 Retirement Income
Strategies Once Your
Portfolio Reaches
$500,000
Download The Definitive
Guide to Retirement Income
to learn ways to grow your
wealth and generate income
from your portfolio.
Learn More
FISHER INVESTMENTS*","(300, 600)",15,0.056025742,0.889765301,6,0,web_site
3537.00,image_3537,"17
FREESPOKE
Same searches, different results.
BE","(728, 90)",24,0.203713167,3.804579826,8,0,ashcan
3538.00,image_3538,"WALSER AUTO CAMPUS
Wichita
WE'LL BUY YOUR CAR.
IT'S THAT SIMPLE.
Learn More","(300, 250)",5,0.788484877,1.632718525,2,0,web_site
3539.00,image_3539,"The List
HOUSE
& GARDEN
ALICE PALMER
Find a Design
Professional
DISCOVER MORE","(300, 250)",3,0.569549846,7.71390763,1,1,barbershop
3540.00,image_3540,"WAGO
PCB TERMINAL BLOCKS
& CONNECTORS
For Power Electronics
DETI
0000
Request a
sample!","(300, 250)",66,0.071740969,5.981149032,17,4,web_site
3541.00,image_3541,"PORT GAMBLE
WEDDINGS & EVENTS
Grand Wedding Showcase
TOUR OUR VENUES
ENJOY A NUMBER OF
LOCAL INDUSTRY VENDORS
APRIL 23RD, 2023
11AM TO 3PM
RSVE WITH US AT
PORTGAMBLEWEDDINGSORAYDIENT.COM","(970, 90)",28,0.028592401,1.172659778,6,0,shower_curtain
3542.00,image_3542,"Suburban Medical Group
Affiliated with Suburban Community Hospital
WELCOME
Mohamad
Taha, M.D.
Interventional Cardiologist
CALL (610) 290-4270
LEARN MORE
www.suburbanhosp.org
Suburban
Medical Group
Cardiology
Department","(300, 250)",9,0.269640874,5.995963252,3,0,web_site
3543.00,image_3543,"STAR
SPANGLED
SUMMER
SAVE UP TO 35%
NOW-JULY S
SHOP NOW
Cabela's
TRACK","(300, 250)",66,0.562813162,0.272808395,19,6,comic_book
3544.00,image_3544,"We help people
find answers,
solve problems
and get inspired.
LEARN MORE
D","(300, 250)",1,0.095549314,2.70766069,0,0,menu
3545.00,image_3545,"ASHLEY
the latest
look for
your new
home
shop now →","(160, 600)",40,0.747413131,4.254063793,13,3,computer_keyboard
3546.00,image_3546,"ROTOWIRE
The most award winning
site in fantasy sports
Get customized rankings, tools
and advice for your leagues.
JOIN NOW","(300, 250)",29,0.733437921,4.502529353,7,1,web_site
3547.00,image_3547,"GET A CHANCE TO
WIN YOUR $50,000
LOAN FREE
You Are Automatically Entered When You Take A Loan.
48
WIK
V
20 Winners!
Authorized Under Section 58 (3) of
the Betting, Gaming & Lotteries Act.
COURTS
READY CASH
Ready when you are!","(970, 90)",64,0.608419839,9.224705048,15,2,candle
3548.00,image_3548,"LOUISVILLE ONLINE HORSE RACING BUSINESS CERTIFICATE
Gain horse racing operations expertise in Just 2 semesters.
COLLEGE OF BUSINESS
EQUINE INDUSTRY PROGRAM
APPLY TODAY!
OF","(728, 90)",29,0.452800853,7.277095432,8,1,barn
3549.00,image_3549,"A SPOTIFY EXCLUSIVE
PEDESTRIAN
DAILY
YOUR
FRESH
DUMP OF
MORNING
NEWS
Only on
Spotify","(160, 600)",39,0.140985542,3.254011494,11,1,jersey
3550.00,image_3550,"RIGZONE
Job got you down?
Search all types of energy jobs
Search Jobs","(728, 90)",52,0.913583586,9.805916084,14,0,paintbrush
3551.00,image_3551,"On Today's Online Purchase.
$10
CASH BACK
CONTINUE →
Smarty
1
1","(336, 280)",34,0.129917601,0.692710862,8,0,web_site
3552.00,image_3552,"BOARD VITA
Save time & meet your CME and MOC
career requirements fast with BoardVitals.
Subscribe Today","(728, 90)",15,0.194923676,4.113024588,4,3,web_site
3553.00,image_3553,"PLAN
YOUR
CHILD'S
FUTURE
British Boarding
SCHOOLS
Show
HONG KONG SINGAPORE
MARCH 23
MARCH 25
REGISTER FOR YOUR FREE TICKETS NOW AT SCHOOLSSHOW.COM","(300, 250)",38,0.953476044,9.560954493,8,0,web_site
3554.00,image_3554,"Home Services
provided by APEX BUILDERS GROUP
Mid-Atlantic PREMIER BUILDER
apexbuildersgrp.com info@apexbuildersgrp.com 443.850.6885
.","(728, 90)",21,0.130622788,8.845040404,2,1,organ
3555.00,image_3555,"CALZEDONIA
ITALIAN LEGWEAR & BEACHWEAR
SHOP NOW","(728, 90)",15,0.623046677,7.583344872,3,0,shower_curtain
3556.00,image_3556,"ONLINE FUN
FOR MOVIE LOVERS!
POP
COD
PLAY","(300, 600)",17,0.099986371,9.221334613,5,3,menu
3557.00,image_3557,"Awards & recognition
programs highlight
the accomplishments
of industry leaders.
SIGN UP
Modern
Healthcare","(300, 600)",9,0.103856086,9.477688244,3,0,web_site
3558.00,image_3558,"4 START
2 simple steps:
● Click 'Start'
● Verify your account
Premium content on all your devices.
Find this and more on onlineactivation.com","(728, 90)",99,0.853195662,5.348391625,21,6,envelope
3559.00,image_3559,"Searching for a new job?
------","(728, 90)",48,0.370642533,2.300248045,11,3,file
3560.00,image_3560,"WAD
THUNDER
GET YOUR BONUS
& DOMINATE THE SKIES!
WARTHUNDER.COM
PLAY
FREE NOW
BONUS","(970, 250)",13,0.611828874,6.896323465,5,0,comic_book
3561.00,image_3561,"Want knowledge
delivered daily?
JOIN OUR NEWSLETTER HERE
science alert","(300, 250)",26,0.046836035,0.485046799,9,2,web_site
3562.00,image_3562,"Slim
your wallet
SHOP NOW
bellroy","(728, 90)",3,0.96521657,6.769009552,0,0,pencil_sharpener
3563.00,image_3563,"Diamony Design
Custom Jewelry, Repairs, Diamonds and More
Learn More :
»
21st & Wanamaker","(728, 90)",25,0.542301739,7.637880008,9,0,swab
3564.00,image_3564,"COUPONS AVAILABLE
Activate coupons →
Piggy","(728, 90)",17,0.671551831,8.037302734,3,0,web_site
3565.00,image_3565,"NordicTrack
****¡FIT
BLACK FRIDAY STARTS EARLY
$1,599
$1,899
SHOP 1750 TREAD
NordicTrack","(300, 250)",10,0.550361274,0.030619206,5,1,projector
3566.00,image_3566,"Capital One
Shopping
Coupon codes found!
Capital One Shopping applies codes in seconds.
Apply Codes","(728, 90)",26,0.164971722,2.701965938,4,0,rule
3567.00,image_3567,"FPL HOME
No Money
Down
on a new HVAC
3 MONTHS FREE
CALL NOW","(728, 90)",27,0.800589185,5.141878898,4,1,street_sign
3568.00,image_3568,"CROWDSTRIKE aws
How secure
is your cloud?
Get a Free Health Check","(300, 600)",53,0.961207819,8.93214493,15,4,web_site
3569.00,image_3569,"The FAMILY
STALLONE
NEW REALITY SERIES
NOW STREAMING
EXCLUSIVELY ON
mount+
TRY IT FREE","(728, 90)",4,0.026447135,2.513335799,0,0,barrel
3570.00,image_3570,Searching for a new job?,"(728, 90)",23,0.991296443,4.182202305,6,2,paintbrush
3571.00,image_3571,"abc27 university
TOY","(728, 90)",89,0.950067908,7.717027433,22,4,barn
3572.00,image_3572,"TWILIO
SendGrid
Deliver email in minutes
with prebuilt libraries
and sample code
Start for free","(300, 250)",88,0.819715772,7.541934971,27,4,web_site
3573.00,image_3573,"Hefty
ECOSAVE
COMPOSTABLE"".
STRONG.
Hefty
ECOSAVE
COMPOSTABLE PLATES
HEAVY DUTY
MICROWAVE SAFE
MADE WITHOUT PAS
SHOP NOW
*Commercially compostable only.
Facilities may not exist in your area.
Not suitable for home composting.
© 2023 Reynolds Consumer Products LLC.","(160, 600)",14,0.134324868,6.031663442,4,0,web_site
3574.00,image_3574,"NISSAN
Looking for rewards?
PARTS REWARDS","(300, 600)",21,0.406209377,6.930018795,6,2,web_site
3575.00,image_3575,"artnet
Sign up for Artist Alerts from Artnet.
Learn More","(728, 90)",58,0.544522855,5.330046269,12,3,slide_rule
3576.00,image_3576,"FREIGHTWAVES
INSURANCE & CLAIMS
MANAGEMENT
SPONSORED BY
RELIANCE
PARTNERS
READ ARTICLES","(336, 280)",89,0.216715838,3.620977356,19,4,web_site
3577.00,image_3577,"Feel the rush of
electric luxury.
LUCID","(728, 90)",23,0.218154183,1.748345609,10,4,gondola
3578.00,image_3578,"HERO
WARS
LEVEL 1
SLUG
ATTACK DEFENSE SPEED
LEVEL 25
CHABBA
ATTACK DEFENSE SPEED
LEVEL 50
CHABBA HUTT
ATTACK DEFENSE SPEED
www","(300, 600)",92,0.428543746,8.723834805,21,4,cab
3579.00,image_3579,"CLEAN EATING PLAN
FOR WEIGHT LOSS
Imatrant
Tadspor
b
abad
Lack
Tar
Ir
plani
stopp
DAY 1
Breakfa
b
Tag
Lanch
Sofa
Tumt pot
14
Diar
T
VIop of bearin
DAY 2
Irat
Tof
Vestland
Lanch
Tof
T
pr
Inver
handb
popu
DAY 3
ng
TUA
It
p
Lunch
2
limi
up ua be tra
Iominn
Sp
DAY 4","(728, 90)",50,0.287007854,5.187458206,14,2,ski
3580.00,image_3580,"The care you need, when you need it.
Six Urgent Care locations. No appointment needed.
Southwest Medical®
Part of OptumCare®
Learn more","(728, 90)",43,0.4094892,9.181913964,15,3,cardoon
3581.00,image_3581,"O
Pride of the Form
SAM
USA
M
| Нарри
4
TH JULY
ΤΗ
*****
✰✰✰
USA Farmer
Use Fireworks30
to get free shipping
on orders over $30
Promotional offer only available in the Continental US.
A Farms.com Company
shop.usfarmer.com","(300, 250)",29,0.027807944,6.672274454,6,2,web_site
3582.00,image_3582,"TOPTOON+
WE ARE
FAMILY
SO WHO
CARES?
MOM
PLEASE...","(970, 250)",4,0.896856317,6.783770137,2,0,stole
3583.00,image_3583,"INDULGE YOUR HOUSE WITH
THE TREATMENT SHE DESERVES.
Tesugue
ATLERCE
GET A QUOTE","(300, 250)",35,0.404922835,9.775189031,10,1,nipple
3584.00,image_3584,"Happy
Anniversary
SHOPICO.ca
VIEW LOCAL OFFERS
3","(300, 250)",50,0.534801362,6.992939543,12,1,bell_cote
3585.00,image_3585,"DEVELOPERS LIVE
Join us virtually on
May 23, 2023.
Register for free
A
Adobe","(300, 250)",37,0.589168855,3.170992333,13,2,web_site
3586.00,image_3586,"FORTUNE
FAVOURS
THE
BRAVE
Learn More →
crypto.com","(300, 600)",42,0.325304759,3.268795751,6,1,book_jacket
3587.00,image_3587,"Cabela's
BARGAIN
CAVE
CLEARANCE
SAVE UP TO 60%
ON HUNTING GEAR!
SHOP NOW","(300, 250)",10,0.430124997,1.407814446,2,1,military_uniform
3588.00,image_3588,"Support Your
FORECAST
ON X BACKCOUNTRY
Support Your Forecast","(300, 250)",48,0.754693688,2.480718356,10,1,cash_machine
3589.00,image_3589,"EXCHANGE
CAPITAL MANAGEMENT INC
WealthyStreet
Academy ™
TM
When Can I Safely Retire?
CLICK HERE FOR ANSWERS","(300, 250)",7,0.824572989,3.395413944,2,1,street_sign
3590.00,image_3590,"freeteat.
lit Bike
Home Cardio
Party Brought To You
EXPLORE NOW","(728, 90)",3,0.441200948,1.385798691,0,0,paintbrush
3591.00,image_3591,"FREEBIES & DEALS
Save BIG on the stuff
you need the most.
GET DEALS
TLO","(728, 90)",16,0.112206083,1.235232608,3,0,binder
3592.00,image_3592,"U PICK EM 7 T
COLLEGE BASKETBALL
PICK THE PERFECT BRACKET
WIN $1 MILLION
SIGN UP TODAY","(300, 250)",38,0.013974508,2.432108573,9,1,cinema
3593.00,image_3593,"Gillette Labs PATRIOTS
WITH EXFOLIATING BAR
Do
EFFORTLESS SHAVING
IN ONE EFFICIENT STROKE
Ⓒ2022 The Gillete Co. LLC","(728, 90)",19,0.149188296,9.415801662,6,1,comic_book
3594.00,image_3594,"Sleep well, knowing
they are too...","(300, 250)",29,0.303510781,7.447955876,4,1,binder
3595.00,image_3595,"Watch
Videos
SUBSCRIBE
GLEA","(300, 250)",17,0.099069649,4.422719697,5,0,web_site
3596.00,image_3596,"2014
CVS
HERE
Healthier happens together
Learn more","(970, 250)",45,0.538285621,4.737704579,10,2,stole
3597.00,image_3597,"Weather
Expert
Send in a video of your kid
doing a weather forecast
and they can win a prize!
48 WAFF
Weather
Kids
Expliss
vile
ENTER NOW","(728, 90)",23,0.542612738,7.026194681,6,2,bow
3598.00,image_3598,"EXPLORE
A NEW
WAY TO
EXPRESS
YOUR
CREATIVITY!
CITY OF HAMILTON PUBLIC ART INITIATIVE","(300, 250)",40,0.341438893,4.903641488,6,1,book_jacket
3599.00,image_3599,"Continue to Recipe
3 Easy Steps: 1) Click ""Continue to Recipe"" 2) Add RecipeForMe Extension. 3) See Delicious Recipes!","(970, 250)",61,0.377428035,0.487716219,17,4,envelope
3600.00,image_3600,"CIGIES ▷
SKYLINES
ELDA
MAY 18-22
FREE TO PLAY
PLAY NOW
LIMITED TIME ON
STEAM","(970, 250)",13,0.619629986,8.260120207,2,0,screwdriver
3601.00,image_3601,"The State of Yachting 2022
2021 Sales
+48%
USED
YACHTS
NEW
YACHTS
-96% NE","(728, 90)",15,0.655831598,0.506782384,5,2,envelope
3602.00,image_3602,"Building a brand?
Bluehost makes it happen.
W
T
bluehost
Get Started","(728, 90)",9,0.480818494,1.333393735,4,0,chime
3603.00,image_3603,"GAME ON
UNLOCK EXPERIENCES
& CASH PRIZES.
COLLECT PLAY. WIN
SIGN UP TODAY
CRICIIRUSH","(728, 90)",30,0.674129373,9.850095617,6,1,analog_clock
3604.00,image_3604,"amazon
TODAY'S
DEALS
Great Savings
Every Day","(300, 250)",8,0.385513617,9.154759713,1,0,web_site
3605.00,image_3605,"M
MAROC
ACTUALITES","(300, 600)",15,0.288697428,6.848240834,2,1,envelope
